item_id,order_id,product_id,quantity,unit_price,discount_percent
820,279,471,1,8032.72,8.64
821,280,303,1,19687.95,78.87
822,280,321,2,14126.14,46.03
823,280,495,2,29319.98,68.09
824,281,383,2,36930.32,37.93
825,281,387,3,31897.06,14.04
826,282,212,2,38326.07,19.92
827,282,116,3,42656.03,43.96
828,282,428,1,189.72,57.87
829,283,396,4,15012.15,68.7
830,283,329,2,17975.31,83.47
831,283,268,4,27755.57,56.87
832,284,178,3,32330.31,69.97
833,284,331,5,14251.29,74.31
834,284,416,3,15968.42,77.34
835,284,350,3,10351.74,26.08
836,285,265,2,18098.94,46.72
837,286,191,5,34669.15,32.24
838,286,289,1,13011.04,86.93
839,286,194,1,22803.44,47.55
840,287,332,2,38136.48,30.63
841,287,463,4,7278.25,75.2
842,287,52,4,42779.14,45.64
843,288,356,2,47439.13,37.32
844,288,223,3,10246.5,40.12
845,288,375,1,6058.11,87.74
846,288,205,5,20502.46,42.59
847,288,243,3,27627.01,40.08
848,289,84,5,7561.03,30.06
849,290,495,5,29319.98,12.99
850,290,358,3,26929.0,5.38
851,290,483,1,33892.09,76.58
852,290,269,3,19451.2,16.53
853,290,102,1,24926.42,20.04
854,291,155,1,26663.76,85.78
855,291,158,4,38830.49,24.47
856,292,433,2,36048.64,47.08
857,292,398,4,39711.11,91.28
858,292,192,4,20330.29,70.62
859,292,3,1,29839.48,31.84
860,292,245,2,33734.24,32.71
861,293,420,4,10153.07,53.41
862,293,346,3,43012.13,74.04
863,293,374,-5,45801.15,88.56
864,294,394,3,35264.77,50.15
865,294,121,1,27745.67,75.17
866,295,331,2,14251.29,18.8
867,296,155,1,26663.76,65.4
868,296,223,4,10246.5,31.11
869,297,18,4,4752.18,39.82
870,297,134,5,24198.95,46.49
871,297,491,1,34347.27,73.27
872,297,489,4,20986.43,1.22
873,298,66,4,7831.76,1.16
874,298,295,4,33889.25,5.45
875,298,260,4,38473.38,63.41
876,299,414,3,12133.52,71.2
877,299,411,5,19480.23,11.17
878,299,466,2,15222.44,53.17
879,299,231,4,44152.32,8.0
880,299,258,1,7083.53,93.42
881,300,133,4,31985.66,46.48
882,300,102,1,24926.42,48.96
883,300,264,3,13471.8,59.93
884,300,417,3,47383.18,33.75
885,300,315,3,28678.43,2.35
886,301,92,-4,39447.15,32.46
887,301,151,1,25505.21,35.72
888,301,183,1,27210.69,39.62
889,302,44,1,31697.91,14.46
890,302,274,4,15302.43,27.47
891,303,353,5,46702.83,4.06
892,303,317,3,41520.53,14.68
893,303,125,1,17291.29,98.03
894,303,471,1,8032.72,63.67
895,304,217,2,49286.21,25.69
896,304,206,1,19185.73,43.34
897,304,12,1,27462.99,57.09
898,305,316,2,2176.37,4.88
899,305,264,5,13471.8,76.07
900,305,277,4,34795.09,68.89
901,306,142,1,25784.77,90.97
902,306,257,3,41749.06,40.72
903,307,401,4,40656.08,27.48
904,308,307,3,19247.13,22.48
905,308,405,3,8723.08,61.14
906,308,500,5,9099.8,58.79
907,308,326,5,39750.47,38.9
908,309,7,4,22468.93,85.44
909,309,176,4,48897.74,69.77
910,309,175,4,35896.17,3.23
911,309,164,5,47838.61,63.14
912,309,178,5,32330.31,8.31
913,310,190,4,47706.34,2.96
914,310,156,5,33722.94,62.43
915,310,150,5,19755.8,99.58
916,310,385,1,4742.03,28.39
917,310,162,4,30612.76,37.53
918,311,68,1,18898.32,21.83
919,311,194,1,22803.44,17.86
920,311,311,2,24799.0,98.44
921,311,486,4,13916.56,35.2
922,311,436,2,39979.81,59.92
923,312,395,1,35586.75,68.68
924,312,186,3,14821.71,53.25
925,312,323,2,49625.06,49.48
926,313,147,2,20222.38,17.76
927,313,423,-3,48031.88,82.99
928,313,474,4,45909.75,68.34
929,313,231,1,44152.32,65.31
930,314,211,5,46876.78,60.97
931,314,97,5,44300.94,59.96
932,314,326,4,39750.47,32.5
933,314,15,2,20749.3,62.55
934,315,488,-3,34069.71,60.13
935,316,283,2,12176.86,72.31
936,316,262,2,47063.03,93.71
937,316,443,2,2576.81,29.3
938,316,99,1,9636.06,46.12
939,317,351,4,39211.7,79.68
940,317,309,4,9436.22,11.12
941,318,429,2,46059.81,72.2
942,318,170,-1,14452.75,3.23
943,318,447,4,13323.72,99.55
944,318,472,4,26261.88,41.71
945,318,466,3,15222.44,53.73
946,319,332,4,38136.48,5.98
947,319,274,4,15302.43,72.52
948,319,366,1,39078.09,71.66
949,319,13,5,22740.4,44.0
950,319,225,1,30287.98,84.71
951,320,386,3,22977.06,33.98
952,320,406,2,44182.85,21.01
953,320,58,1,16984.52,69.37
954,320,370,4,5234.96,49.16
955,320,87,2,31634.55,34.24
956,321,170,3,14452.75,59.44
957,321,404,2,36249.1,28.84
958,321,231,2,44152.32,56.35
959,321,359,3,25614.1,71.58
960,322,325,3,31656.86,80.52
961,322,157,2,31500.1,29.23
962,322,244,4,26833.33,22.79
963,322,366,2,39078.09,14.84
964,322,226,1,29420.43,72.11
965,323,208,3,26909.2,58.71
966,323,245,5,33734.24,37.44
967,323,317,4,41520.53,87.08
968,323,461,4,39308.71,89.71
969,323,88,1,30779.0,6.48
970,324,159,2,26259.19,60.86
971,324,106,1,43514.86,35.65
972,325,292,1,15663.33,84.57
973,325,468,5,22211.22,74.14
974,325,327,3,34765.71,39.85
975,325,465,1,13502.36,50.74
976,326,284,5,49535.96,97.04
977,326,493,1,37071.85,52.29
978,326,274,2,15302.43,73.94
979,327,117,4,4480.76,97.94
980,327,354,3,27363.18,9.14
981,328,376,1,49072.55,13.25
982,328,426,3,28142.67,22.76
983,329,390,5,11757.2,5.11
984,329,298,1,30743.94,11.64
985,329,245,1,33734.24,9.99
986,329,238,5,27372.66,48.72
987,329,51,-5,18500.01,42.98
988,330,369,4,25030.54,19.48
989,331,387,5,31897.06,63.11
990,331,234,3,46744.44,51.42
991,331,1,3,6383.6,53.22
992,331,129,3,13795.11,56.13
993,331,209,3,48926.69,11.15
994,332,250,3,27679.8,50.95
995,332,4,4,39945.84,6.56
996,333,345,4,31441.19,68.7
997,333,156,2,33722.94,10.87
998,333,49,2,23499.16,50.18
999,333,474,3,45909.75,47.19
1000,334,475,5,25305.81,32.38
1001,334,313,2,11104.42,78.58
1002,334,108,2,18229.23,15.71
1003,335,243,3,27627.01,26.29
1004,335,335,3,44119.17,30.62
1005,335,305,3,5981.3,31.53
1006,335,404,3,36249.1,39.35
1007,335,214,-4,20173.04,94.0
1008,336,496,4,31756.4,80.54
1009,337,393,2,42638.86,71.67
1010,337,141,3,46694.2,2.37
1011,337,10,4,5487.3,32.57
1012,337,420,5,10153.07,79.75
1013,338,258,1,7083.53,32.55
1014,338,226,4,29420.43,59.29
1015,338,439,1,49265.28,39.01
1016,338,141,4,46694.2,98.69
1017,338,55,5,40567.24,10.14
1018,339,142,4,25784.77,11.1
1019,339,276,2,42989.47,7.4
1020,339,190,4,47706.34,87.4
1021,340,154,4,30863.37,57.27
1022,340,294,3,2329.68,81.73
1023,340,103,1,21587.3,76.99
1024,340,288,3,20040.93,36.12
1025,340,46,4,9943.86,21.48
1026,341,240,3,31572.01,67.77
1027,341,117,3,4480.76,74.77
1028,341,236,1,34273.85,64.22
1029,342,203,1,37315.64,6.03
1030,342,413,5,38365.42,56.57
1031,342,250,1,27679.8,87.31
1032,342,409,3,44244.16,49.2
1033,343,171,5,37392.19,55.83
1034,343,325,1,31656.86,79.86
1035,343,35,1,10640.58,46.84
1036,343,377,2,38699.02,76.71
1037,343,39,4,28830.38,46.57
1038,344,334,1,49592.73,57.52
1039,344,170,4,14452.75,69.26
1040,345,456,-3,4010.59,82.82
1041,345,11,-1,7501.86,32.24
1042,345,206,2,19185.73,22.29
1043,345,295,3,33889.25,65.36
1044,346,395,5,35586.75,89.32
1045,346,421,5,40140.98,77.3
1046,347,158,-1,38830.49,60.19
1047,347,93,1,5272.83,54.01
1048,348,168,3,46691.65,65.82
1049,349,156,4,33722.94,23.3
1050,349,84,2,7561.03,2.73
1051,350,64,1,25473.58,74.39
1052,350,428,2,189.72,44.68
1053,350,486,4,13916.56,77.1
1054,350,193,5,14822.38,9.29
1055,351,260,5,38473.38,12.17
1056,351,468,2,22211.22,48.91
1057,352,184,2,9721.29,79.98
1058,352,384,3,11984.56,50.87
1059,352,163,-4,10446.35,38.0
1060,352,213,4,29737.81,85.75
1061,352,98,3,40788.76,31.0
1062,353,223,3,10246.5,70.12
1063,354,449,3,13243.7,89.73
1064,354,242,1,30864.32,24.9
1065,354,9,-5,48204.91,51.86
1066,354,488,2,34069.71,76.23
1067,355,306,2,7153.79,66.1
1068,356,317,2,41520.53,17.46
1069,356,213,5,29737.81,74.2
1070,356,422,2,35264.35,92.5
1071,357,16,2,15696.16,62.53
1072,357,255,3,15792.79,2.85
1073,358,170,1,14452.75,3.42
1074,359,468,1,22211.22,76.25
1075,359,209,5,48926.69,10.01
1076,360,460,4,28373.04,11.24
1077,360,115,4,10807.06,41.51
1078,360,48,5,28268.14,85.69
1079,361,160,4,28671.26,90.29
1080,362,166,5,14022.42,61.36
1081,362,337,1,8359.7,74.87
1082,363,101,2,44742.41,8.22
1083,363,65,1,10788.21,28.23
1084,363,113,5,14006.62,22.62
1085,363,264,2,13471.8,30.11
1086,363,67,4,41772.48,51.99
1087,364,453,3,19800.74,66.12
1088,364,137,5,49402.37,85.07
1089,364,390,4,11757.2,79.42
1090,364,461,-2,39308.71,63.46
1091,364,68,2,18898.32,32.25
1092,365,247,5,4043.06,99.27
1093,365,248,4,34892.09,54.59
1094,365,440,1,8333.36,65.55
1095,365,177,5,43932.14,33.73
1096,365,97,2,44300.94,80.7
1097,366,396,1,15012.15,34.24
1098,366,282,5,42404.62,78.2
1099,366,234,4,46744.44,96.48
1100,366,340,2,17244.35,97.51
1101,367,62,5,19658.7,12.63
1102,368,158,5,38830.49,8.3
1103,368,232,5,42002.59,82.0
1104,368,224,5,36256.78,84.0
1105,369,398,2,39711.11,35.39
1106,369,9,5,48204.91,56.29
1107,370,269,5,19451.2,94.72
1108,370,25,5,38144.23,15.87
1109,370,410,2,18019.69,85.89
1110,370,273,2,12404.84,75.11
1111,370,186,2,14821.71,95.51
1112,371,440,4,8333.36,90.1
1113,371,104,4,16463.2,46.8
1114,371,143,2,47267.12,30.0
1115,371,26,1,7248.25,55.58
1116,372,107,5,39594.74,6.68
1117,372,473,4,10116.27,48.09
1118,372,376,2,49072.55,80.7
1119,373,201,2,22894.24,39.1
1120,373,403,2,47119.8,35.04
1121,374,494,3,17828.64,40.14
1122,374,486,5,13916.56,15.18
1123,375,73,-3,28563.93,11.73
1124,375,345,3,31441.19,77.17
1125,375,142,5,25784.77,66.04
1126,375,390,3,11757.2,54.13
1127,376,233,3,28169.98,94.95
1128,376,79,1,20803.36,89.11
1129,376,37,1,35213.2,42.59
1130,376,451,2,37847.2,69.14
1131,376,387,4,31897.06,22.46
1132,377,46,5,9943.86,86.51
1133,378,446,4,15486.83,96.32
1134,378,436,4,39979.81,10.52
1135,379,432,3,10563.25,64.03
1136,379,371,3,2297.49,83.63
1137,379,376,3,49072.55,10.11
1138,380,125,5,17291.29,26.58
1139,380,300,4,40455.62,83.74
1140,380,254,4,34252.99,87.04
1141,380,114,4,25935.49,10.78
1142,381,295,1,33889.25,76.4
1143,382,298,5,30743.94,39.37
1144,382,345,1,31441.19,78.81
1145,382,364,4,35104.83,52.28
1146,383,417,4,47383.18,2.56
1147,383,413,5,38365.42,63.05
1148,383,322,3,28679.51,92.07
1149,383,382,1,43872.21,84.94
1150,384,184,3,9721.29,96.56
1151,384,420,3,10153.07,4.78
1152,384,350,4,10351.74,63.48
1153,385,108,5,18229.23,74.07
1154,385,286,3,40633.62,17.21
1155,386,439,5,49265.28,80.52
1156,386,46,2,9943.86,30.58
1157,386,171,1,37392.19,31.29
1158,386,181,4,37475.26,75.66
1159,387,136,4,17075.61,80.59
1160,387,439,3,49265.28,95.93
1161,388,9,5,48204.91,50.61
1162,388,58,5,16984.52,55.99
1163,388,98,2,40788.76,69.56
1164,389,48,5,28268.14,66.32
1165,389,47,3,31434.64,34.02
1166,390,204,4,3281.62,95.61
1167,390,69,3,40471.28,97.07
1168,390,472,3,26261.88,44.25
1169,391,126,5,43423.76,99.27
1170,392,254,2,34252.99,98.33
1171,393,449,4,13243.7,21.6
1172,393,116,1,42656.03,96.46
1173,394,248,5,34892.09,19.22
1174,394,430,2,37292.63,58.09
1175,394,225,5,30287.98,97.91
1176,394,213,3,29737.81,98.19
1177,394,285,3,46027.57,36.45
1178,395,164,3,47838.61,69.32
1179,395,277,3,34795.09,98.63
1180,396,408,5,4477.31,98.1
1181,396,276,5,42989.47,53.54
1182,397,414,5,12133.52,34.83
1183,398,421,1,40140.98,43.79
1184,398,115,5,10807.06,95.32
1185,398,239,-2,42350.2,44.85
1186,398,138,1,25797.51,47.66
1187,398,295,2,33889.25,35.44
1188,399,292,1,15663.33,49.08
1189,399,130,2,29631.24,21.52
1190,399,486,4,13916.56,69.72
1191,400,170,5,14452.75,14.42
1192,400,120,5,49258.11,58.69
1193,400,292,1,15663.33,5.3
1194,401,301,1,26890.76,52.98
1195,401,62,2,19658.7,24.88
1196,401,397,5,27842.09,98.96
1197,402,16,4,15696.16,33.18
1198,402,333,1,23033.13,57.4
1199,403,413,4,38365.42,34.33
1200,403,209,1,48926.69,17.74
1201,403,196,4,43669.44,49.97
1202,403,357,2,38378.79,20.06
1203,404,332,3,38136.48,9.4
1204,404,325,-3,31656.86,60.62
1205,404,42,5,12241.49,37.31
1206,405,1,-5,6383.6,32.69
1207,405,494,-3,17828.64,90.51
1208,406,192,2,20330.29,49.82
1209,406,440,5,8333.36,34.52
1210,406,36,2,485.72,57.4
1211,406,490,4,28644.92,87.97
1212,406,89,2,4372.14,81.44
1213,407,16,5,15696.16,79.36
1214,407,319,1,11923.61,31.17
1215,407,20,3,33300.49,68.3
1216,407,479,5,10415.88,90.02
1217,408,99,3,9636.06,92.86
1218,408,309,5,9436.22,78.41
1219,408,80,1,4172.11,6.55
1220,408,314,2,8493.63,23.95
1221,409,97,3,44300.94,98.23
1222,409,407,4,32399.19,90.97
1223,409,207,5,33123.45,51.98
1224,409,22,3,42379.01,56.3
1225,410,268,2,27755.57,13.55
1226,410,202,2,15477.66,62.63
1227,410,388,4,21805.65,8.24
1228,410,280,1,28236.14,32.15
1229,410,330,4,21539.19,30.59
1230,411,395,1,35586.75,4.16
1231,411,351,1,39211.7,58.75
1232,411,358,5,26929.0,64.09
1233,412,274,1,15302.43,30.29
1234,413,181,5,37475.26,82.54
1235,413,494,4,17828.64,52.4
1236,414,261,1,39199.05,9.87
1237,414,190,2,47706.34,71.24
1238,415,366,2,39078.09,57.11
1239,416,8,1,47276.24,0.47
1240,416,24,2,41490.09,91.52
1241,416,473,3,10116.27,98.71
1242,416,196,2,43669.44,83.78
1243,416,106,1,43514.86,59.88
1244,417,343,5,40687.06,90.21
1245,417,133,3,31985.66,87.87
1246,417,452,3,20989.74,1.02
1247,417,473,4,10116.27,84.26
1248,417,217,2,49286.21,48.82
1249,418,6,4,2714.71,68.95
1250,418,321,1,14126.14,11.53
1251,418,355,4,3469.88,53.69
1252,418,203,2,37315.64,25.65
1253,418,22,4,42379.01,28.64
1254,419,134,2,24198.95,55.47
1255,419,56,4,2053.19,51.82
1256,419,390,1,11757.2,10.93
1257,419,62,2,19658.7,38.81
1258,419,203,1,37315.64,80.64
1259,420,224,3,36256.78,14.28
1260,420,316,5,2176.37,66.29
1261,421,393,3,42638.86,1.42
1262,421,499,2,28513.24,95.04
1263,421,97,2,44300.94,20.06
1264,421,394,1,35264.77,15.31
1265,421,108,3,18229.23,22.52
1266,422,172,-4,28144.7,44.05
1267,422,337,2,8359.7,28.78
1268,423,74,3,25195.04,68.48
1269,423,281,4,35447.52,1.75
1270,424,371,3,2297.49,14.35
1271,424,478,1,2577.59,0.59
1272,425,289,1,13011.04,76.87
1273,426,439,2,49265.28,3.52
1274,427,38,4,2210.88,64.48
1275,427,11,3,7501.86,38.68
1276,427,333,2,23033.13,61.26
1277,427,422,3,35264.35,63.67
1278,427,467,4,48627.58,15.31
1279,428,451,2,37847.2,38.85
1280,428,185,3,32449.44,36.81
1281,428,115,1,10807.06,29.99
1282,428,74,1,25195.04,71.07
1283,428,147,5,20222.38,98.75
1284,429,431,3,44277.48,40.58
1285,429,321,4,14126.14,45.23
1286,430,238,4,27372.66,52.99
1287,430,187,2,44862.43,19.1
1288,430,173,2,29382.84,72.93
1289,430,167,5,35274.56,46.34
1290,431,192,4,20330.29,10.87
1291,431,330,4,21539.19,83.29
1292,431,158,5,38830.49,19.94
1293,431,110,3,38947.92,15.67
1294,432,480,-4,45584.62,20.65
1295,432,265,5,18098.94,27.33
1296,432,222,5,28163.06,64.12
1297,432,93,5,5272.83,19.78
1298,433,163,2,10446.35,48.67
1299,433,240,5,31572.01,61.23
1300,433,126,1,43423.76,78.7
1301,433,445,-1,10426.95,92.02
1302,434,170,1,14452.75,90.18
1303,435,381,2,20560.8,6.6
1304,435,78,5,21929.88,58.34
1305,436,244,3,26833.33,80.23
1306,436,174,2,11361.02,15.2
1307,436,361,4,47676.06,91.02
1308,436,90,4,39341.98,55.23
1309,437,359,2,25614.1,66.39
1310,437,144,2,2528.04,9.71
1311,437,354,1,27363.18,38.09
1312,437,435,4,18829.84,76.71
1313,438,353,5,46702.83,44.73
1314,438,419,1,11018.57,94.66
1315,438,186,5,14821.71,33.98
1316,438,477,1,17278.03,6.89
1317,438,226,2,29420.43,67.74
1318,439,57,2,8021.44,32.07
1319,439,479,1,10415.88,98.36
1320,440,9,4,48204.91,36.52
1321,440,319,3,11923.61,28.02
1322,440,457,5,29792.88,2.34
1323,440,303,3,19687.95,5.2
1324,441,359,3,25614.1,43.29
1325,441,157,1,31500.1,99.51
1326,442,338,1,11783.78,97.82
1327,442,42,-5,12241.49,57.37
1328,442,171,3,37392.19,90.45
1329,442,283,4,12176.86,69.53
1330,443,357,3,38378.79,85.36
1331,443,193,4,14822.38,34.21
1332,443,172,3,28144.7,55.24
1333,444,145,4,32747.58,8.48
1334,444,137,3,49402.37,89.58
1335,444,43,1,37315.66,80.62
1336,444,468,1,22211.22,17.71
1337,445,79,5,20803.36,77.89
1338,446,5,1,39520.23,34.11
1339,447,37,4,35213.2,33.09
1340,447,80,1,4172.11,5.62
1341,447,299,2,322.06,74.61
1342,447,321,1,14126.14,71.83
1343,447,495,-1,29319.98,79.16
1344,448,108,1,18229.23,62.55
1345,448,26,2,7248.25,19.73
1346,449,310,3,24281.99,59.18
1347,449,362,1,21780.73,50.76
1348,449,96,1,22938.21,19.77
1349,449,241,2,22854.88,57.54
1350,450,359,1,25614.1,84.86
1351,450,64,2,25473.58,63.53
1352,451,152,3,16718.73,25.09
1353,451,308,3,45966.13,53.06
1354,451,212,3,38326.07,16.13
1355,451,260,1,38473.38,34.42
1356,451,328,1,223.41,81.77
1357,452,346,-4,43012.13,74.43
1358,453,164,5,47838.61,91.45
1359,454,348,3,7077.53,74.22
1360,454,492,4,8582.33,30.02
1361,454,34,4,49223.84,99.91
1362,454,292,2,15663.33,17.06
1363,454,135,3,3089.66,88.0
1364,455,473,4,10116.27,89.91
1365,455,408,4,4477.31,73.79
1366,455,434,4,48458.18,2.45
1367,456,404,4,36249.1,63.22
1368,456,163,4,10446.35,43.44
1369,457,78,2,21929.88,1.64
1370,457,304,4,30906.4,33.73
1371,458,255,4,15792.79,82.98
1372,459,143,4,47267.12,94.73
1373,459,117,2,4480.76,66.58
1374,459,98,3,40788.76,6.69
1375,459,250,3,27679.8,60.78
1376,459,311,2,24799.0,94.33
1377,460,214,1,20173.04,63.15
1378,460,252,3,48694.6,68.41
1379,461,314,5,8493.63,72.48
1380,461,63,2,39603.93,97.04
1381,461,307,-1,19247.13,37.0
1382,461,67,2,41772.48,32.62
1383,462,466,3,15222.44,90.18
1384,462,447,4,13323.72,55.5
1385,463,407,2,32399.19,78.16
1386,463,170,5,14452.75,22.89
1387,463,358,5,26929.0,81.33
1388,463,100,2,6311.3,46.98
1389,463,462,1,24330.68,88.07
1390,464,385,1,4742.03,46.27
1391,464,76,3,18623.48,38.96
1392,464,320,2,39263.98,27.62
1393,464,165,2,38622.29,77.78
1394,465,127,3,8182.15,62.07
1395,465,115,5,10807.06,27.28
1396,465,325,3,31656.86,31.42
1397,465,2,5,10875.97,81.07
1398,466,491,5,34347.27,29.56
1399,466,473,1,10116.27,19.49
1400,467,145,1,32747.58,20.42
1401,467,128,-3,42312.09,65.16
1402,467,405,4,8723.08,46.49
1403,467,193,2,14822.38,38.2
1404,467,217,2,49286.21,75.85
1405,468,480,3,45584.62,19.78
1406,469,233,3,28169.98,12.39
1407,469,146,3,5464.1,36.88
1408,469,84,3,7561.03,37.5
1409,469,301,1,26890.76,64.63
1410,469,66,4,7831.76,61.31
1411,470,330,3,21539.19,75.65
1412,471,453,5,19800.74,71.73
1413,472,255,1,15792.79,10.23
1414,472,33,2,33956.46,23.5
1415,473,498,1,42726.56,75.09
1416,473,183,4,27210.69,6.22
1417,473,174,4,11361.02,39.6
1418,474,281,1,35447.52,44.85
1419,474,422,1,35264.35,86.87
1420,475,123,-5,35971.6,64.29
1421,475,29,2,38864.1,4.22
1422,476,487,2,12091.07,32.3
1423,476,79,-4,20803.36,76.55
1424,477,13,4,22740.4,4.01
1425,477,343,5,40687.06,22.95
1426,477,366,-4,39078.09,70.18
1427,477,357,5,38378.79,50.91
1428,478,204,2,3281.62,91.52
1429,478,109,5,33936.63,55.63
1430,479,199,5,22147.84,19.58
1431,479,82,3,45878.07,65.05
1432,479,428,-4,189.72,60.34
1433,479,104,5,16463.2,20.46
1434,479,387,1,31897.06,80.46
1435,480,103,5,21587.3,29.86
1436,480,389,2,15818.94,81.79
1437,481,238,2,27372.66,88.44
1438,481,28,3,22736.92,2.38
1439,481,332,1,38136.48,18.09
1440,482,106,4,43514.86,45.79
1441,482,256,4,46450.86,16.53
1442,482,485,4,24138.75,59.67
1443,483,40,1,1140.74,85.27
1444,483,316,5,2176.37,1.12
1445,484,477,4,17278.03,56.81
1446,484,1,2,6383.6,36.8
1447,484,156,2,33722.94,74.18
1448,485,39,1,28830.38,3.5
1449,485,144,1,2528.04,26.27
1450,485,214,2,20173.04,63.67
1451,486,451,4,37847.2,11.26
1452,487,234,5,46744.44,27.31
1453,487,446,1,15486.83,47.97
1454,488,111,4,1716.03,2.99
1455,488,34,4,49223.84,46.57
1456,489,499,5,28513.24,65.66
1457,489,7,3,22468.93,71.89
1458,490,411,1,19480.23,96.32
1459,490,137,2,49402.37,44.8
1460,491,333,1,23033.13,83.54
1461,492,287,2,17814.94,74.25
1462,492,488,3,34069.71,59.8
1463,492,360,4,29363.21,54.46
1464,492,251,3,25042.93,37.13
1465,493,277,3,34795.09,58.02
1466,493,75,3,7006.09,34.74
1467,493,165,3,38622.29,67.27
1468,493,377,4,38699.02,40.78
1469,493,328,4,223.41,25.32
1470,494,171,3,37392.19,45.08
1471,494,474,5,45909.75,16.43
1472,495,176,5,48897.74,98.27
1473,496,307,5,19247.13,74.48
1474,496,175,5,35896.17,81.63
1475,497,423,4,48031.88,41.9
1476,497,355,1,3469.88,54.4
1477,498,54,5,16144.19,16.47
1478,498,295,2,33889.25,78.77
1479,498,3,4,29839.48,73.19
1480,498,131,3,45109.84,39.5
1481,498,479,4,10415.88,35.11
1482,499,353,4,46702.83,69.39
1483,499,385,2,4742.03,89.32
1484,499,55,5,40567.24,49.52
1485,499,116,1,42656.03,30.66
1486,500,156,1,33722.94,19.1
1487,500,423,1,48031.88,12.11
1488,500,108,2,18229.23,68.05
1489,500,278,1,48439.39,95.1
1490,501,484,1,33151.54,30.02
1491,501,184,4,9721.29,30.38
1492,501,339,5,3989.14,47.84
1493,501,207,5,33123.45,67.91
1494,502,256,3,46450.86,25.58
1495,503,441,5,10356.97,42.27
1496,503,409,5,44244.16,35.11
1497,503,197,4,18153.06,38.0
1498,503,386,4,22977.06,8.68
1499,504,279,2,16361.72,71.56
1500,504,48,1,28268.14,74.91
1501,504,43,2,37315.66,46.93
1502,505,159,4,26259.19,41.06
1503,505,283,1,12176.86,59.34
1504,505,398,1,39711.11,44.44
1505,506,93,4,5272.83,53.57
1506,506,238,1,27372.66,11.77
1507,506,141,5,46694.2,90.23
1508,506,357,3,38378.79,3.98
1509,506,290,5,38639.88,10.97
1510,507,496,1,31756.4,48.62
1511,507,429,1,46059.81,74.45
1512,508,396,1,15012.15,22.34
1513,508,193,5,14822.38,22.87
1514,509,414,1,12133.52,13.92
1515,509,359,5,25614.1,43.81
1516,509,486,3,13916.56,43.0
1517,509,467,5,48627.58,36.83
1518,510,55,4,40567.24,42.23
1519,510,215,1,49674.82,87.78
1520,510,243,3,27627.01,50.71
1521,510,18,2,4752.18,87.55
1522,510,143,-1,47267.12,8.64
1523,511,341,4,3634.33,54.59
1524,511,101,5,44742.41,6.68
1525,512,299,1,322.06,23.22
1526,512,212,2,38326.07,74.66
1527,513,6,1,2714.71,66.59
1528,513,191,5,34669.15,30.33
1529,513,31,2,24334.52,24.37
1530,513,262,4,47063.03,18.87
1531,514,245,2,33734.24,63.34
1532,514,246,5,12124.34,7.09
1533,514,110,2,38947.92,14.54
1534,514,51,1,18500.01,98.99
1535,515,290,2,38639.88,75.34
1536,516,481,3,40273.77,75.24
1537,516,116,1,42656.03,78.06
1538,516,424,1,15158.08,72.65
1539,517,201,2,22894.24,12.73
1540,517,231,5,44152.32,50.95
1541,517,311,4,24799.0,75.54
1542,518,124,5,48621.75,77.31
1543,518,307,4,19247.13,41.73
1544,519,44,1,31697.91,39.33
1545,519,361,4,47676.06,98.67
1546,519,457,3,29792.88,53.53
1547,519,398,3,39711.11,85.54
1548,519,75,4,7006.09,38.61
1549,520,356,5,47439.13,57.4
1550,520,287,4,17814.94,69.14
1551,520,473,3,10116.27,61.64
1552,520,350,1,10351.74,26.82
1553,520,310,3,24281.99,59.44
1554,521,161,3,20997.14,56.6
1555,521,475,3,25305.81,19.18
1556,522,266,3,38091.19,42.38
1557,522,347,2,29519.74,89.06
1558,522,211,2,46876.78,68.83
1559,523,352,5,25029.17,20.45
1560,523,186,4,14821.71,17.34
1561,524,327,5,34765.71,83.04
1562,524,127,2,8182.15,80.96
1563,524,106,3,43514.86,48.43
1564,525,478,5,2577.59,25.47
1565,525,291,1,14842.07,96.65
1566,525,236,5,34273.85,0.33
1567,526,416,3,15968.42,45.48
1568,526,479,5,10415.88,27.71
1569,527,216,4,33659.34,47.64
1570,527,102,4,24926.42,13.97
1571,527,137,1,49402.37,80.13
1572,527,27,1,48593.33,7.03
1573,527,219,1,48617.28,26.84
1574,528,474,4,45909.75,89.13
1575,529,31,3,24334.52,24.07
1576,529,6,2,2714.71,57.06
1577,529,58,3,16984.52,35.36
1578,529,173,2,29382.84,55.37
1579,529,320,3,39263.98,17.18
1580,530,105,2,21363.19,74.05
1581,530,278,3,48439.39,12.46
1582,530,316,2,2176.37,22.1
1583,530,9,4,48204.91,89.19
1584,531,144,1,2528.04,30.85
1585,531,55,5,40567.24,84.96
1586,532,110,1,38947.92,44.41
1587,532,119,2,35040.94,38.45
1588,532,52,5,42779.14,2.3
1589,532,434,3,48458.18,67.33
1590,533,405,-3,8723.08,50.76
1591,533,449,4,13243.7,60.66
1592,533,269,3,19451.2,7.74
1593,533,176,4,48897.74,40.4
1594,534,161,4,20997.14,71.49
1595,534,181,2,37475.26,87.77
1596,535,352,5,25029.17,69.76
1597,536,366,5,39078.09,38.1
1598,536,410,4,18019.69,44.53
1599,536,12,4,27462.99,25.49
1600,536,200,2,22329.59,91.16
1601,537,246,2,12124.34,64.5
1602,537,81,5,41974.9,19.57
1603,537,87,1,31634.55,36.46
